cate_id,img_url,org_url,prd_nm,prd_id,rate_cnt,rate_val,sales_price,seller_nm,cate_nm
8401,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159719442642625646.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/28996/selling?affect_type=StoreSearchResult&affect_id=1,T20 TAB+ TNA200HF 메쉬의자 2types,28996,"1,777",4.7,"154,900",오늘의집,게이밍의자/발받침
8401,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160732370295254369.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/601244/selling?affect_type=StoreSearchResult&affect_id=7,렛스핀 좌식의자 회전식 등받이 쿠션 게이밍 팔걸이,601244,2,4.5,"85,900",오늘의집,게이밍의자/발받침
8401,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159678328794045837.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/205285/selling?affect_type=StoreSearchResult&affect_id=2,빈백 풋스툴 발받침 3colors,205285,622,4.7,"37,900",오늘의집,게이밍의자/발받침
8401,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1555931120971_FA8tgdx0Q.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/116402/selling?affect_type=StoreSearchResult&affect_id=3,게이밍 좌식의자 PF10 4colors,116402,15,4.6,"104,300",오늘의집,게이밍의자/발받침
8402,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160617825599593507.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/581057/selling?affect_type=StoreSearchResult&affect_id=1,1인용 컴퓨터 게이밍 책상 GD001 1200 (1200x600),581057,"1,502",4.8,"79,000",오늘의집,게이밍책상
8401,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/158993767118037495.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/315023/selling?affect_type=StoreSearchResult&affect_id=1,고무나무 원목 와이드 발받침대,315023,199,4.7,"12,900",오늘의집,게이밍의자/발받침
8402,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159992205959031598.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/479928/selling?affect_type=StoreSearchResult&affect_id=2,감마 CD1200 게이밍 컴퓨터책상(본체선반형) 2colors,479928,487,4.7,"80,000",오늘의집,게이밍책상
8402,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1583398275_104782_12.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/252479/selling?affect_type=StoreSearchResult&affect_id=3,제로데스크 게이밍/게임용/컴퓨터책상 1000~1800size,252479,557,4.7,"91,000",오늘의집,게이밍책상
8402,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1552374990635_vY41QCQ.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/103342/selling?affect_type=StoreSearchResult&affect_id=2,플랫 원목 좌식 테이블 책상,103342,397,4.7,"87,000",오늘의집,게이밍책상
8402,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160617788061030387.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/581268/selling?affect_type=StoreSearchResult&affect_id=5,1인 게이밍 컴퓨터책상 GD001 1600L (1600x800),581268,283,4.7,"159,000",오늘의집,게이밍책상
8401,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157552521867065138.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/165118/selling?affect_type=StoreSearchResult&affect_id=1,게이밍 좌식의자 G코락 2colors,165118,14,4.7,"52,900",오늘의집,게이밍의자/발받침
8402,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160021963950602325.gif?gif=1&w=480&h=480&c=c,https://ohou.se/productions/249967/selling?affect_type=StoreSearchResult&affect_id=4,모션데스크 높이조절책상 1200~1600,249967,34,4.8,"249,000",오늘의집,게이밍책상
8403,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159748014019358300.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/449998/selling?affect_type=ProductCategoryIndex&affect_id=,메탈 모니터받침대,449998,936,4.8,"15,840",오늘의집,게이밍책상꾸미기
8402,https://image.ohou.se/i/bucketplace-v2-development/uploads/deals/159074502133253673.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/344683/selling?affect_type=StoreSearchResult&affect_id=7,[기간한정] 베이직 책상 40 입식/좌식 테이블 22type,344683,"1,772",4.5,"32,900",오늘의집,게이밍책상
8403,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1606806334_100050_1.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/592597/selling?affect_type=ProductCategoryIndex&affect_id=,1000폭 수납형 모니터받침대 3colors,592597,"1,018",4.6,"42,000",오늘의집,게이밍책상꾸미기
8403,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1521440245_103214_1.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/44228/selling?affect_type=ProductCategoryIndex&affect_id=,루나 서랍형 1100 모니터 받침대,44228,516,4.8,"33,000",오늘의집,게이밍책상꾸미기
